Año,ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,Partido,Votos,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,votos_coalicion,Coalición
2017,5,COAHUILA,1,ABASOLO,PAN,281,779,0,11,790,1096,281,No
2017,5,COAHUILA,1,ABASOLO,PRI,433,779,0,11,790,1096,433,No
2017,5,COAHUILA,1,ABASOLO,PRD,0,779,0,11,790,1096,0,No
2017,5,COAHUILA,1,ABASOLO,PT,0,779,0,11,790,1096,0,No
2017,5,COAHUILA,1,ABASOLO,PVEM,1,779,0,11,790,1096,1,No
2017,5,COAHUILA,1,ABASOLO,UDC,0,779,0,11,790,1096,0,No
2017,5,COAHUILA,1,ABASOLO,MC,0,779,0,11,790,1096,0,No
2017,5,COAHUILA,1,ABASOLO,NUAL,0,779,0,11,790,1096,0,No
2017,5,COAHUILA,1,ABASOLO,SI,0,779,0,11,790,1096,0,No
2017,5,COAHUILA,1,ABASOLO,PPC,1,779,0,11,790,1096,1,No
2017,5,COAHUILA,1,ABASOLO,PJ,1,779,0,11,790,1096,1,No
2017,5,COAHUILA,1,ABASOLO,PRC,1,779,0,11,790,1096,1,No
2017,5,COAHUILA,1,ABASOLO,PCP,1,779,0,11,790,1096,1,No
2017,5,COAHUILA,1,ABASOLO,MORENA,23,779,0,11,790,1096,23,No
2017,5,COAHUILA,1,ABASOLO,ES,37,779,0,11,790,1096,37,No
2017,5,COAHUILA,1,ABASOLO,PAN_UDC_PPC_ES,0,779,0,11,790,1096,319,Sí
2017,5,COAHUILA,1,ABASOLO,PAN_UDC_PPC,0,779,0,11,790,1096,282,Sí
2017,5,COAHUILA,1,ABASOLO,PAN_UDC_ES,0,779,0,11,790,1096,318,Sí
2017,5,COAHUILA,1,ABASOLO,PAN_PPC_ES,0,779,0,11,790,1096,319,Sí
2017,5,COAHUILA,1,ABASOLO,UDC_PPC_ES,0,779,0,11,790,1096,38,Sí
2017,5,COAHUILA,1,ABASOLO,PAN_UDC,0,779,0,11,790,1096,281,Sí
2017,5,COAHUILA,1,ABASOLO,PAN_PPC,0,779,0,11,790,1096,282,Sí
2017,5,COAHUILA,1,ABASOLO,PAN_ES,0,779,0,11,790,1096,318,Sí
2017,5,COAHUILA,1,ABASOLO,UDC_PPC,0,779,0,11,790,1096,1,Sí
2017,5,COAHUILA,1,ABASOLO,UDC_ES,0,779,0,11,790,1096,37,Sí
2017,5,COAHUILA,1,ABASOLO,PPC_ES,0,779,0,11,790,1096,38,Sí
2017,5,COAHUILA,1,ABASOLO,PRI_PVEM_NUAL_SI_PJ_PRC_PCP,0,779,0,11,790,1096,437,Sí
