ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,MORENA,TXVER,PODEMOS,PC,UC,PES,RSP,FXM,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
30,VERACRUZ,31,CAMERINO Z. MENDOZA,16,40,1535,1370,1568,140,144,1139,5205,644,397,1974,23,1053,314,186,327,29,42,21,65,2,17,23,,,,,,,,,,,,,,,16218,5,528,16751,23317,
30,VERACRUZ,208,CARLOS A. CARRILLO,20,30,99,5033,23,190,562,83,3557,40,31,,8,39,59,10,,,,,165,31,25,63,,,,,,,,,,,,,,,10018,,495,10513,16810,
30,VERACRUZ,32,CARRILLO PUERTO,8,26,1743,3394,,46,153,540,2447,145,870,55,11,335,61,,,,,,,,,,,,,,,,,,,,,,,,9800,59,191,10050,13273,
30,VERACRUZ,33,CASTILLO DE TEAYO,15,27,2707,1136,30,106,1254,59,985,259,1130,,17,,55,2257,,,,,44,19,4,26,,,,,,,,,,,,,,,10088,0,254,10342,14866,
30,VERACRUZ,34,CATEMACO,25,65,703,664,4374,82,832,671,12170,345,130,37,2055,,618,236,169,18,32,15,,,,,,,,,,,,,,,,,,,23151,2,593,23746,36881,
30,VERACRUZ,35,CAZONES DE HERRERA,15,37,2391,87,2774,105,143,6847,989,,166,,,,48,223,,,,,,,,,,,,,,,,,,,,,,,13773,1,265,14039,19134,
30,VERACRUZ,36,CERRO AZUL,24,35,357,344,41,3637,362,2359,2193,32,787,,116,484,299,46,28,4,1,0,,,,,,,,,,,,,,,,,,,11090,6,226,11322,18555,
30,VERACRUZ,56,CHACALTIANGUIS,10,20,22,23,17,46,151,1558,2168,53,2378,3,4,164,108,118,,,,,33,6,12,23,,,,,,,,,,,,,,,6887,,173,7060,9000,
30,VERACRUZ,57,CHALMA,9,20,16,19,21,2087,495,1757,1587,179,24,,1569,54,54,25,,,1,,,,,,,,,,,,,,,,,,,,7888,,259,8147,9798,
30,VERACRUZ,58,CHICONAMEL,6,9,,975,1601,9,49,25,947,86,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,3698,0,75,3773,4933,
30,VERACRUZ,59,CHICONQUIACO,8,18,77,50,6,4150,26,62,60,,20,17,2,54,21,2690,1,2,0,0,11,10,23,0,,,,,,,,,,,,,,,7282,0,252,7534,9644,
30,VERACRUZ,60,CHICONTEPEC,47,82,793,651,9993,8645,1131,1679,3128,191,172,410,127,489,250,320,113,13,38,19,,,,,,,,,,,,,,,,,,,28162,227,985,29374,39938,
30,VERACRUZ,61,CHINAMECA,13,25,32,2961,620,73,82,1427,2808,216,18,,5,173,304,211,,,,,9,2,1,6,,,,,,,,,,,,,,,8948,4,215,9167,13673,
30,VERACRUZ,62,CHINAMPA DE GOROSTIZA,10,22,4867,52,6,69,,71,2467,45,23,,6,,277,60,,,,,,,,,,,,,,,,,,,,,,,7943,0,136,8079,10869,
30,VERACRUZ,64,CHOCAMAN,7,22,323,327,2097,2825,27,1142,1308,137,17,,323,192,106,48,,,,,,,,,,,,,,,,,,803,,,,,9675,19,263,9957,14165,
30,VERACRUZ,65,CHONTLA,10,19,1765,2084,40,90,56,1301,1488,71,31,,4,,,124,,,,,14,6,6,2,,,,,,,,,,,,,,,7082,0,157,7239,9705,
30,VERACRUZ,66,CHUMATLAN,2,5,10,2,1027,51,1108,16,13,2,1,,0,58,,350,,,,,,,,,,,,,,,,,,,,,,,2638,0,53,2691,3191,
30,VERACRUZ,37,CITLALTEPETL,9,15,1544,1052,12,36,57,27,534,,16,,1835,,110,309,,,,,9,2,3,7,,,,,,,,,,,,,,,5553,2,102,5657,7414,
30,VERACRUZ,38,COACOATZINTLA,5,15,38,76,1240,1461,39,983,69,13,1601,164,2,95,136,,,,,,11,6,12,0,,,,,,,,,,,,,,,5946,1,155,6102,7819,
30,VERACRUZ,39,COAHUITLAN,3,9,2383,4,92,106,1836,5,283,0,0,4,3,10,54,18,,,,,60,24,0,21,,,,,,,,,,,,,,,4903,0,95,4998,5928,
30,VERACRUZ,40,COATEPEC,51,124,4751,2263,621,956,298,4831,13392,695,1947,148,416,802,444,1771,179,69,16,4,67,9,59,52,,,3708,,,,,,,,,,,,37498,122,1031,38651,70613,
30,VERACRUZ,41,COATZACOALCOS,217,443,5731,25084,1741,2899,2590,4481,64905,1276,1146,769,705,1403,585,2238,811,191,24,70,373,40,235,335,,,,,,1497,,,,,,,,,119129,95,2076,121300,245505,
30,VERACRUZ,42,COATZINTLA,29,68,439,814,4062,860,411,2313,5920,172,166,317,107,2323,339,677,133,6,16,19,147,29,109,34,,,,,,,1345,,,,,,,,20758,7,502,21267,39832,
30,VERACRUZ,43,COETZALA,2,3,123,3,2,19,388,1,244,19,463,0,,325,8,0,,,,,19,3,1,11,,,,,,,,,,,,,,,1629,0,34,1663,1832,
30,VERACRUZ,44,COLIPA,6,10,9,5,2083,19,15,0,36,6,1579,1,0,5,3,0,,,,,,,,,0,,,,,,,,,,,,,,3761,0,188,3949,4725,
30,VERACRUZ,45,COMAPA,10,26,4494,4264,,724,33,25,1066,36,14,8,2,,37,240,,,,,30,11,22,3,,,,,,,,,,,,,,,11009,2,433,11444,14955,
30,VERACRUZ,46,CORDOBA,114,278,14336,10353,2465,1491,896,5915,32439,2087,618,2865,354,644,2111,1926,855,267,50,33,328,44,167,123,,,,,,,,3778,2730,,,,,,86875,112,2183,89170,160487,
30,VERACRUZ,47,COSAMALOAPAN,41,81,3108,433,258,4929,2636,1509,7982,412,1521,,225,299,978,93,43,14,13,1,,,,,,,,,,,,,,,,,,,24454,4,757,25215,42242,
30,VERACRUZ,48,COSAUTLAN DE CARVAJAL,9,21,1209,109,,53,1151,1952,515,83,179,,225,,265,27,,,,,25,27,6,31,,,,,,,,,,,,,,,5857,1,290,6148,11501,
30,VERACRUZ,49,COSCOMATEPEC,22,63,689,1349,1900,455,2057,5677,1427,220,314,296,94,167,112,174,278,29,27,18,,,,,,,,,,,,,,,,,,,15283,4,642,15929,38583,
30,VERACRUZ,50,COSOLEACAQUE,69,163,3686,25454,1256,204,287,147,14546,234,60,45,130,472,425,154,663,274,44,68,82,19,21,41,,,,,,,,,,,,,,,48312,9,1098,49419,88967,
30,VERACRUZ,51,COTAXTLA,14,32,5943,25,24,52,61,5355,1104,52,21,,19,,,68,,,,,6,0,6,6,,,,,,,,,,,,,,,12742,2,344,13088,16557,
30,VERACRUZ,52,COXQUIHUI,9,20,3433,30,220,73,38,16,907,55,34,,3,31,,2628,,,,,3,0,4,1,,,,,,,,,,,,,,,7476,0,337,7813,11481,
30,VERACRUZ,53,COYUTLA,11,28,401,94,,54,,5533,4925,143,72,,17,852,520,,,,,,,,,,,,,,,,,,,,,,,,12611,0,217,12828,16791,
30,VERACRUZ,54,CUICHAPA,7,16,1744,2247,,529,23,27,1464,,,52,,421,29,17,,,,,,,,,,,,,,,,,,,,,,,6553,1,151,6705,9018,
30,VERACRUZ,55,CUITLAHUAC,17,38,1667,3673,50,457,127,253,2030,61,3376,639,17,,40,,,,,,96,16,54,14,,,,,,,,,,,,,,,12570,26,334,12930,20771,
30,VERACRUZ,207,EL HIGO,16,29,2139,73,1460,2692,52,49,2624,,64,,1246,,,1333,,,,,,,,,,,,,,,,,,,,,,,11732,3,223,11958,14903,
30,VERACRUZ,67,EMILIANO ZAPATA,34,95,2882,3470,860,300,596,2311,7569,345,2690,959,514,687,5228,2009,318,52,12,10,81,8,15,74,,,,,,,,,,,,,,,30990,15,635,31640,54038,
30,VERACRUZ,68,ESPINAL,14,38,211,395,3055,6661,374,414,1606,905,60,,25,60,,78,92,7,16,19,,,,,,,,,,,,,,,,,,,13978,0,328,14306,19979,
30,VERACRUZ,69,FILOMENO MATA,5,17,2316,2396,1141,16,45,2702,88,,4,,9,,32,38,,,,,0,0,0,0,,,,,,,,,,,,,,,8787,0,156,8943,10968,
30,VERACRUZ,70,FORTIN,27,82,8384,1269,545,777,212,825,12335,895,322,239,595,192,931,452,275,76,32,2,109,12,101,51,,,,,,,,,,,,,,,28631,16,567,29214,49849,
30,VERACRUZ,71,GUTIERREZ ZAMORA,23,36,2330,53,2440,282,55,1571,4025,424,26,328,7,,113,120,,,,,12,4,30,5,,,,,,,,,,,,,,,11825,1,202,12028,18709,
30,VERACRUZ,72,HIDALGOTITLAN,12,27,229,244,58,1396,86,38,1064,1401,29,,5,2270,575,1870,49,11,3,3,,,,,,,,,,,,,,,,,,,9331,1,197,9529,12897,
30,VERACRUZ,73,HUATUSCO,26,77,5292,7520,131,3523,498,744,6469,205,65,39,80,,284,314,,,,,300,30,167,26,,,,,,,,,,,1177,,,,26864,6,793,27663,43162,
30,VERACRUZ,74,HUAYACOCOTLA,18,32,664,757,3895,236,2507,173,1118,,214,,,,756,,248,33,65,31,113,58,16,66,,,,,,,,,,,,,,,10950,2,488,11440,14733,
30,VERACRUZ,75,HUEYAPAN DE OCAMPO,27,56,446,857,262,981,1358,758,6709,735,3539,,106,248,242,2097,65,18,4,17,118,22,53,62,,,,,,,,,,,,,,,18697,3,532,19232,30846,
30,VERACRUZ,76,HUILOAPAN DE CUAUHTEMOC,4,9,16,28,271,14,9,224,1007,472,710,311,9,525,142,158,,,,,1,0,1,0,,,,,,,,,,,,,,,3898,2,75,3975,5391,
30,VERACRUZ,77,IGNACIO DE LA LLAVE,16,26,303,2959,15,64,19,62,224,5617,41,39,93,,45,96,,,,,,,,,,,,,,,,,,,,,,,9577,0,380,9957,13395,
30,VERACRUZ,78,ILAMATLAN,13,21,172,18,544,2419,2188,1225,250,14,21,,,28,,,,,,,,,,,,,,,,,,,,,,,,,6879,1,208,7088,8953,
30,VERACRUZ,79,ISLA,17,52,1650,168,76,936,4145,304,4781,211,165,,1088,478,3053,308,100,14,5,2,,,,,,,,,,,,,,,,456,,,17940,11,456,18407,30023,
30,VERACRUZ,80,IXCATEPEC,8,16,613,54,2485,17,99,24,332,105,866,,2174,,92,62,,,,,3,1,2,4,,,,,,,,,,,,,,,6933,11,158,7102,9131,
30,VERACRUZ,81,IXHUACAN DE LOS REYES,5,15,2536,2906,7,20,25,9,169,20,712,,2,,19,,,,,,0,1,0,0,,,,,,,,,,,,,,,6426,0,189,6615,8214,
30,VERACRUZ,82,IXHUATLAN DE MADERO,33,62,346,8755,1321,549,5727,875,2749,295,243,,314,755,207,113,,,,,,,,,,,,,,,,,,,,,,,22249,446,846,23541,34898,
30,VERACRUZ,83,IXHUATLAN DEL CAFE,11,29,1871,1800,45,130,2141,139,1750,59,1127,33,140,,73,36,,,,,90,20,3,40,,,,,,,,,,,,,,,9497,7,309,9813,16413,
30,VERACRUZ,84,IXHUATLAN DEL SURESTE,8,23,26,56,1335,19,27,196,1739,1531,202,,745,392,71,1697,24,0,8,4,8,1,2,6,,,,,,,,,,,,,,,8089,1,211,8301,11999,
30,VERACRUZ,85,IXHUATLANCILLO,7,26,216,309,1967,402,1688,160,2179,26,305,18,,500,183,175,102,2,10,16,,,,,,,,,,,,,,,,,,,8258,5,294,8557,15944,
30,VERACRUZ,86,IXMATLAHUACAN,7,11,1036,110,31,51,19,45,619,20,19,,1730,15,27,,37,23,3,0,8,3,7,3,,,,,,,,,,,,,,,3806,1,113,3920,4878,
30,VERACRUZ,87,IXTACZOQUITLAN,32,83,1777,4440,1895,5943,225,3635,8784,571,80,466,506,377,729,210,,,,,,,,,,,,,,,,,,,,,,,29638,18,889,30545,48627,
30,VERACRUZ,88,JALACINGO,19,52,361,631,70,4146,290,1032,528,730,623,522,4765,172,1580,484,35,11,3,5,30,20,26,3,,,,,,,,,,,,,210,536,16813,11,479,17303,28468,
30,VERACRUZ,90,JALCOMULCO,4,8,4,13,6,2,1124,1263,22,10,1,4,928,,3,1,,,,,3,1,0,8,,,,,,,,,,,,,,,3393,0,40,3433,4217,
30,VERACRUZ,91,JALTIPAN,33,58,1500,372,74,124,175,4324,6609,410,278,229,62,3148,314,323,49,12,8,1,33,5,6,17,,,,,,,,,,,,,,,18073,9,335,18417,29882,
30,VERACRUZ,92,JAMAPA,8,15,549,133,43,149,25,143,765,27,13,,2036,38,770,1036,16,14,3,0,1,3,14,1,,,,,,,,,,,,,,,5779,1,160,5940,8581,
30,VERACRUZ,93,JESUS CARRANZA,22,44,86,70,61,75,5129,94,4552,143,,11,5,83,329,,,,,,,,,,,,,,,,,,,,,,,,10638,0,219,10857,19322,
30,VERACRUZ,94,JILOTEPEC,9,20,194,132,31,1827,687,1155,1398,908,69,82,439,288,1036,67,11,3,3,0,,,,,,,,,,,,,,,,,,,8330,0,201,8531,11946,
30,VERACRUZ,168,JOSE AZUETA,19,34,2299,2298,,3477,201,60,1799,396,21,,,55,35,24,,,,,144,45,138,13,,,,,,,,,,,,,,,11005,1,356,11362,18171,
30,VERACRUZ,95,JUAN RODRIGUEZ CLARA,22,46,318,197,446,224,117,5432,2138,3344,44,,175,345,534,,,,,,7,4,28,1,,,,,,,,,,,,,,,13354,120,559,14033,26369,
30,VERACRUZ,96,JUCHIQUE DE FERRER,18,27,219,143,2336,2768,312,567,1028,34,83,,113,39,501,,202,1,52,17,236,97,82,19,,,,,,,,,,,,,,,8849,24,277,9150,12024,
30,VERACRUZ,17,LA ANTIGUA,21,42,940,224,119,93,2208,4581,1993,802,152,231,468,,743,40,21,10,0,0,94,15,6,96,,,,394,,,,,,,,,,,13230,13,315,13558,24183,
30,VERACRUZ,128,LA PERLA,8,27,5167,125,2297,28,34,1703,211,9,11,,1,26,678,8,,,,,,,,,,,,,,,,,,,,,,,10298,,250,10548,15586,
30,VERACRUZ,97,LANDERO Y COSS,2,3,544,4,34,0,7,9,46,581,69,,,,0,,0,0,1,0,3,0,0,1,,,,,,,,,,,,,,,1299,0,30,1329,1497,
30,VERACRUZ,63,LAS CHOAPAS,43,112,4512,4400,1575,325,1534,136,14309,451,103,,,231,226,152,967,163,69,46,245,46,42,273,,,,,,,,,,,,,,,29805,4,1155,30964,56791,
30,VERACRUZ,108,LAS MINAS,2,4,16,14,59,8,180,1007,439,,341,6,84,,27,,,,,,,,,,,,,,,,,,,,,,,,2181,0,40,2221,2521,
30,VERACRUZ,137,LAS VIGAS DE RAMIREZ,8,23,321,519,803,81,94,287,1446,1125,757,137,2329,517,432,115,,,,,14,8,3,5,,,,,,,,,,,,,,,8993,1,234,9228,13636,
30,VERACRUZ,98,LERDO DE TEJADA,16,28,1979,276,220,236,32,703,4855,259,158,,151,272,349,59,76,17,17,1,,,,,,,,,,,,,,,,,,,9660,3,239,9902,15490,
30,VERACRUZ,138,LOS REYES,3,7,375,1027,101,35,93,1322,142,,4,3,1,9,,6,,,,,4,2,0,1,,,,,,,,,,,,,,,3125,1,115,3241,4079,
30,VERACRUZ,99,MAGDALENA,3,5,0,0,0,1,74,0,1,1,115,,0,4,1,116,,,,,2,0,0,0,,,,,,,,,,,,,,,315,,4,319,2290,
30,VERACRUZ,100,MALTRATA,9,22,1939,2344,137,18,26,13,622,18,1983,8,257,72,26,,,,,,0,0,0,1,,,,,,,,,,,,,,,7464,5,246,7715,12129,
30,VERACRUZ,101,MANLIO FABIO ALTAMIRANO,16,34,2214,262,31,1457,121,1776,3092,98,795,11,590,374,867,376,49,45,35,,,,,,,,,,,,,,,,,,,,12193,0,237,12430,17625,
30,VERACRUZ,102,MARIANO ESCOBEDO,16,41,407,460,6350,177,176,1875,3783,75,30,18,,134,154,56,184,11,46,49,33,9,14,25,,,,,,,,,,,,,,,14066,10,408,14484,23696,
30,VERACRUZ,103,MARTINEZ DE LA TORRE,62,144,6546,3479,552,1160,550,3566,18931,663,855,824,534,,493,788,,,,,106,23,63,56,,,,,,,,,,,,,,,39189,16,870,40075,80653,
30,VERACRUZ,104,MECATLAN,5,14,1624,18,12,29,1206,1822,71,3,11,,1,1381,13,,,,,,63,28,1,14,,,,,,,,,,,,,,,6297,0,129,6426,8002,
30,VERACRUZ,105,MECAYAPAN,7,24,166,495,2906,33,58,3035,623,68,1027,14,3,233,340,,96,13,12,18,0,0,0,0,,,,,,,,,,,,,,,9140,2,289,9431,13880,
30,VERACRUZ,106,MEDELLIN DE BRAVO,36,94,8522,539,169,4730,250,5039,6934,124,54,35,110,211,240,228,145,48,17,1,228,50,236,40,,,,,,,,,,,,,,,27950,10,576,28536,56240,
30,VERACRUZ,107,MIAHUATLAN,3,7,3,4,5,433,29,5,415,17,15,,,936,4,1063,,,,,7,5,11,1,,,,,,,,,,,,,,,2953,0,49,3002,3495,
30,VERACRUZ,109,MINATITLAN,105,227,10424,6041,1949,1178,743,1043,33771,2984,293,,257,815,1113,1523,542,121,58,21,234,18,73,144,,,,,,,,,,,,,,,63345,24,1209,64578,123617,
30,VERACRUZ,110,MISANTLA,53,97,5947,595,405,656,4355,6209,6170,1073,1513,108,,151,239,138,183,54,32,4,152,83,33,146,,,,,,,,,,,,,,,28246,6,832,29084,48052,
30,VERACRUZ,111,MIXTLA DE ALTAMIRANO,5,13,354,57,7,44,51,19,2469,,1746,,778,77,191,27,,,,,3,3,2,4,,,,,,,,,,,,,,,5832,,176,6008,7705,
30,VERACRUZ,112,MOLOACAN,11,28,11,2784,21,15,27,2164,1304,56,25,,,46,,1778,,,,,3,0,0,2,,,,,,,,,,,,,,,8236,19,205,8460,12401,
30,VERACRUZ,205,NANCHITAL DE LAZARO CARDENAS DEL RIO,20,43,25,2502,2255,100,35,1514,3326,115,86,,94,150,556,3418,,,,,5,1,3,8,,,,,,,,,,,,,,,14193,7,287,14487,22384,
30,VERACRUZ,113,NAOLINCO,13,29,2849,1180,420,95,237,84,2998,82,318,2665,7,,100,229,,,,,12,7,11,22,49,,,,,,,,,,,,,,11365,1,264,11630,16222,
30,VERACRUZ,114,NARANJAL,3,6,64,680,50,239,12,601,174,,,15,,402,,327,15,1,0,1,8,3,2,1,,,,,,,,,,,,,,,2595,49,55,2699,3479,
30,VERACRUZ,15,NARANJOS AMATLAN,19,36,2599,532,45,4227,263,52,2070,,1151,,1101,415,,370,82,22,2,1,,,,,,,,,,,,,,,,,,,12932,0,247,13179,19516,
30,VERACRUZ,115,NAUTLA,11,19,146,516,1733,1419,,181,1160,216,,223,192,,64,,,,,,,,,,,,,,,,,,,,,,,,5850,0,119,5969,8213,
30,VERACRUZ,116,NOGALES,19,55,3192,754,539,4472,177,1493,3758,80,414,127,241,770,2218,139,,,,,103,12,66,14,,,,,,,,,,,,,,,18569,185,568,19322,34366,
30,VERACRUZ,117,OLUTA,10,21,1982,198,24,205,745,3048,810,44,331,55,,24,89,,,,,,,,,,,,,,,,,,,,,,,,7555,,180,7735,11994,
30,VERACRUZ,118,OMEALCA,16,32,275,3388,66,54,494,138,5529,,,,3,99,145,100,104,37,1,2,,,,,,,,,,,,,,,,,,,10435,25,289,10749,16839,
30,VERACRUZ,119,ORIZABA,98,186,7638,24190,1037,564,958,727,20212,252,245,,338,437,1160,855,1350,272,18,31,266,30,68,125,,,,,,,,,,,,,,,60773,25,997,61795,100877,
30,VERACRUZ,120,OTATITLAN,5,9,40,41,49,72,360,10,1179,986,,,,103,24,27,3,0,0,0,37,5,8,24,,,,,,,,,,,,,,,2968,,54,3022,4100,
30,VERACRUZ,121,OTEAPAN,6,17,933,40,577,405,36,24,773,126,1206,1945,35,208,510,328,,,,,31,5,13,5,,,,,,,,,,,,,,,7200,1,90,7291,10268,
30,VERACRUZ,122,OZULUAMA,29,39,3060,450,52,5194,,51,2281,,83,,,,65,31,104,41,13,1,,,,,,,,,,,,,,,,,,,11426,1,276,11703,15852,
30,VERACRUZ,123,PAJAPAN,9,22,1106,68,262,59,121,328,2080,73,59,,752,138,3394,,,,,,12,2,5,6,,,,,,,,,,,,,,,8465,,247,8712,13134,
30,VERACRUZ,124,PANUCO,83,140,12277,1886,1094,1889,665,263,22862,332,112,15,89,389,416,145,348,178,58,13,249,44,273,79,,,,,,,,,,,,,,,43676,9,1024,44709,69678,
30,VERACRUZ,125,PAPANTLA,94,224,2420,4001,12433,715,1102,11219,30595,574,319,235,210,1784,1116,337,681,44,61,66,148,25,63,141,,,,,,,,,,,,,,,68289,8,1392,69689,123241,
30,VERACRUZ,127,PASO DE OVEJAS,24,48,1452,4375,66,165,358,3136,3723,,45,831,20,96,65,106,,,,,89,15,19,44,,,,,,,,,,,,,,,14605,2,419,15026,24921,
